0,11.9999999996,,,-32
0.0018518518,11.9999999995,,,1
0.0037037036,11.9999999995,,,0.1
0.0055555557,11.9999999994,,,12
0.0074074073,11.9999999994,,,
0.0092592593,11.9999999993,,,
0.0111111114,11.9999999992,,,
0.0129629625,11.9999999992,,,
0.0148148146,11.9999999991,,,
0.0166666675,11.999999999,,,
0.0185185187,11.9999999989,,,
0.0203703698,11.9999999988,,,
0.0222222228,11.9999999987,,,
0.0240740739,11.9999999985,,,
0.025925925,11.9999999984,,,
0.027777778,11.9999999983,,,
0.0296296291,11.9999999981,,,
0.0314814821,11.9999999979,,,
0.0333333351,11.9999999977,,,
0.0351851843,11.9999999975,,,
0.0370370373,11.9999999973,,,
0.0388888903,11.999999997,,,
0.0407407396,11.9999999967,,,
0.0425925925,11.9999999964,,,
0.0444444455,11.9999999961,,,
0.0462962948,11.9999999957,,,
0.0481481478,11.9999999953,,,
0.0500000007,11.9999999949,,,
0.05185185,11.9999999944,,,
0.053703703,11.9999999939,,,
0.055555556,11.9999999934,,,
0.057407409,11.9999999928,,,
0.0592592582,11.9999999921,,,
0.0611111112,11.9999999914,,,
0.0629629642,11.9999999906,,,
0.0648148134,11.9999999898,,,
0.0666666701,11.9999999889,,,
0.0685185194,11.9999999878,,,
0.0703703687,11.9999999868,,,
0.0722222254,11.9999999856,,,
0.0740740746,11.9999999843,,,
0.0759259239,11.9999999829,,,
0.0777777806,11.9999999813,,,
0.0796296299,11.9999999797,,,
0.0814814791,11.9999999779,,,
0.0833333358,11.9999999759,,,
0.0851851851,11.9999999738,,,
0.0870370343,11.9999999715,,,
0.088888891,11.9999999689,,,
0.0907407403,11.9999999662,,,
0.0925925896,11.9999999632,,,
0.0944444463,11.99999996,,,
0.0962962955,11.9999999565,,,
0.0981481448,11.9999999527,,,
0.1000000015,11.9999999486,,,
0.1018518507,11.9999999442,,,
0.1037037,11.9999999393,,,
0.1055555567,11.9999999341,,,
0.107407406,11.9999999284,,,
0.1092592627,11.9999999222,,,
0.1111111119,11.9999999156,,,
0.1129629612,11.9999999083,,,
0.1148148179,11.9999999005,,,
0.1166666672,11.999999892,,,
0.1185185164,11.9999998828,,,
0.1203703731,11.9999998729,,,
0.1222222224,11.9999998621,,,
0.1240740716,11.9999998504,,,
0.1259259284,11.9999998378,,,
0.1277777851,11.9999998241,,,
0.1296296269,11.9999998094,,,
0.1314814836,11.9999997934,,,
0.1333333403,11.9999997761,,,
0.1351851821,11.9999997574,,,
0.1370370388,11.9999997372,,,
0.1388888955,11.9999997154,,,
0.1407407373,11.9999996918,,,
0.142592594,11.9999996663,,,
0.1444444507,11.9999996387,,,
0.1462962925,11.999999609,,,
0.1481481493,11.9999995769,,,
0.150000006,11.9999995422,,,
0.1518518478,11.9999995047,,,
0.1537037045,11.9999994643,,,
0.1555555612,11.9999994207,,,
0.157407403,11.9999993736,,,
0.1592592597,11.9999993229,,,
0.1611111164,11.9999992681,,,
0.1629629582,11.9999992091,,,
0.1648148149,11.9999991454,,,
0.1666666716,11.9999990768,,,
0.1685185134,11.9999990028,,,
0.1703703701,11.9999989231,,,
0.1722222269,11.9999988372,,,
0.1740740687,11.9999987447,,,
0.1759259254,11.999998645,,,
0.1777777821,11.9999985377,,,
0.1796296239,11.9999984222,,,
0.1814814806,11.9999982978,,,
0.1833333373,11.9999981639,,,
0.1851851791,11.9999980199,,,
0.1870370358,11.9999978649,,,
0.1888888925,11.9999976981,,,
0.1907407343,11.9999975188,,,
0.192592591,11.999997326,,,
0.1944444478,11.9999971187,,,
0.1962962896,11.9999968958,,,
0.1981481463,11.9999966563,,,
0.200000003,11.9999963989,,,
0.2018518448,11.9999961223,,,
0.2037037015,11.9999958253,,,
0.2055555582,11.9999955062,,,
0.2074074,11.9999951636,,,
0.2092592567,11.9999947958,,,
0.2111111134,11.9999944009,,,
0.2129629701,11.9999939771,,,
0.2148148119,11.9999935224,,,
0.2166666687,11.9999930345,,,
0.2185185254,11.9999925112,,,
0.2203703672,11.9999919499,,,
0.2222222239,11.999991348,,,
0.2240740806,11.9999907027,,,
0.2259259224,11.999990011,,,
0.2277777791,11.9999892697,,,
0.2296296358,11.9999884754,,,
0.2314814776,11.9999876244,,,
0.2333333343,11.9999867128,,,
0.235185191,11.9999857365,,,
0.2370370328,11.9999846911,,,
0.2388888896,11.9999835719,,,
0.2407407463,11.9999823739,,,
0.2425925881,11.9999810918,,,
0.2444444448,11.9999797199,,,
0.2462963015,11.9999782522,,,
0.2481481433,11.9999766822,,,
0.25,11.9999750032,,,
0.2518518567,11.9999732079,,,
0.2537037134,11.9999712886,,,
0.2555555701,11.9999692371,,,
0.257407397,11.9999670447,,,
0.2592592537,11.999964702,,,
0.2611111104,11.9999621993,,,
0.2629629672,11.9999595261,,,
0.2648148239,11.9999566713,,,
0.2666666806,11.9999536231,,,
0.2685185075,11.9999503689,,,
0.2703703642,11.9999468955,,,
0.2722222209,11.9999431888,,,
0.2740740776,11.9999392337,,,
